URL	銘柄コード	開示日	タイトル	要約	株主にとって	作成日
/disc/91660/140120250723518452.pdf	9166	2025-07-23	株式会社エイガ・ドット・コムの株式の取得（連結子会社化）に関するお知らせ	GENDAが映画情報サイト「映画.com」運営のエイガ・ドット・コムをカカクコムから全株取得し子会社化。配給・グッズ・宣伝の一体運営でコンテンツ価値最大化と広告チャネル拡大を狙うが、業績影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250729522296.pdf	9166	2025-07-31	よくある質問と回答（2025年７月）	11件のM&Aが今期予想未反映で関連費用先行により今期マイナス寄与の可能性。既存事業は好調で来期大幅プラス見込み、既存店成長率開示を終了。	中立	2026-08-15
/disc/91660/140120250801526787.pdf	9166	2025-08-01	当社連結子会社による株式会社快活フロンティアの一部店舗の固定資産の取得等及び新店出店に関するお知らせ	連結子会社が快活フロンティアからカラオケ店1店舗を取得し「カラオケBanBan溝の口2号店」として開業。取得額非開示だが軽微基準内で、26年1月期業績への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250820544619.pdf	9166	2025-08-20	GENDA 売上進捗レポート発行に関するお知らせ【2025年８月】	2025年7月度売上高は154.9億円（前年比+79.1%）、累計740.0億円（同+49.4%）。北米で3社買収・913箇所譲受、国内でGiGO等10店舗超開業。	判断できない	2026-08-15
/disc/91660/140120250827548470.pdf	9166	2025-08-27	株式会社キャラット等の株式取得及び簡易株式交換による完全子会社化に関するお知らせ	GENDAがキャラット（108店舗）を株式取得38億円と株式交換189万株で子会社化、GiGO等とのシナジーとGENDA ID240万人活用狙う。のれん額精査中。	中立	2026-08-15
/disc/91660/140120250827548513.pdf	9166	2025-08-27	本日公表のM&Aについて	英国ゲームセンター約100店舗・ミニロケ約125箇所と国内フォトスタジオ「キャラット」108店舗を買収。英国案件は調整後EV/EBITDA4.4倍、全額借入でEPS増加、11月クロージング予定。	好材料	2026-08-15
/disc/91660/140120250827548458.pdf	9166	2025-08-27	Indigo Newco Limitedの株式の取得（連結子会社化）に関するお知らせ	GENDAの欧州子会社が英国アミューズメント運営会社Indigoを約39.4億円で買収し子会社化。ホリデーパーク内施設約100店舗を取得し、既存ミニロケとのシナジーや日本IP展開で収益拡大を狙う。26年1月期業績への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120250829549616.pdf	9166	2025-08-29	よくある質問と回答（2025年８月）	M&Aなし前提の来期実力値を売上2000億・EBITDA270億・のれん償却前純利益104億で開示。今期初予想80億から増益も適時開示対象外の任意情報。	中立	2026-08-15
/disc/91660/140120250912557378.pdf	9166	2025-09-12	GENDA売上進捗レポート発行に関するお知らせ【2025年９月】	2025年8月度売上高は17,886百万円（前年同月比+72.0%）、累計91,859百万円（同+53.2%）と大幅増。新店舗開業も発表。数値は速報値。	判断できない	2026-08-15
/disc/91660/140120250912557573.pdf	9166	2025-09-12	2026年１月期 第２四半期（中間期）決算短信〔日本基準〕（連結）	26年1月期中間期は売上高739.7億円（前年比49.3%増）、営業利益32.1億円（同0.9%増）。M&A関連費用で経常・純利益減も調整後は増収増益。通期予想据え置き、15件のM&A実行でBBB+格付取得。	好材料	2026-08-15
/disc/91660/140120250918559544.pdf	9166	2025-09-18	当社連結子会社による株式会社鉄人エンタープライズのカラオケ施設運営事業等の一部譲受に関するお知らせ	連結子会社が鉄人エンタープライズからカラオケ施設7店舗を譲受。都心主要駅近くの高集客店舗で未出店エリアへ進出、シナジー期待。業績影響は軽微見込み。	中立	2026-08-15
/disc/91660/140120250925562465.pdf	9166	2025-09-25	株式会社メロ・ワークスの簡易株式交換による完全子会社化に関するお知らせ	GENDA、カラオケ62店舗のメロ・ワークスを株式交換で完全子会社化。自社株154万株を新規発行（比率1：25,744）、人的資源・DX共有や共同購買、IPコラボ等のシナジー期待。25年11月1日効力発生予定。	中立	2026-08-15
/disc/91660/140120250930565324.pdf	9166	2025-09-30	よくある質問と回答（2025年９月）	キャピタルアロケーション転換でフリーキャッシュフロー黒字化、自社資金でM&A実施し公募増資必要性低減。第3四半期に臨時決算で分配可能額12億→366億円に拡大し自社株買い実施へ。EBITDA約270億円で連続M&A持続可能に。	好材料	2026-08-15
/disc/91660/140120251010572136.pdf	9166	2025-10-10	株式会社カジ・コーポレーションの株式の取得（連結子会社化）に関するお知らせ	GENDAがカラオケ機器流通首位のカジ・コーポレーション全株を非公開価格で取得し子会社化。25年2月期売上45.4億・純利益3.8億。既存子会社音通とのエリア拡大・流通効率化等のシナジーを見込む。	中立	2026-08-15
/disc/91660/140120251010572134.pdf	9166	2025-10-10	フィリコ・ジャパン株式会社の株式の取得（連結子会社化）に関するお知らせ	GENDAがフィリコ・ジャパン全株を6.5億円で子会社化、ナイト市場での販路シナジー狙う。26年1月期への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120251017575234.pdf	9166	2025-10-17	当社連結子会社による株式会社ドリームハントの一部店舗の固定資産の取得等及び新店出店に関するお知らせ	連結子会社がドリームハントからカラオケ店1店舗の固定資産を取得し、「カラオケBanBan茶山店」として10月24日開業予定。26年1月期業績への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120251022577000.pdf	9166	2025-10-22	GENDA売上進捗レポート発行に関するお知らせ【2025年10月】	GENDAが2025年9月度売上進捗を公表。単月135.2億円（前年比47.7%増）、累計1053.8億円（同52.5%増）で全セグメント増収、新店舗開業も発表。	判断できない	2026-08-15
/disc/91660/140120251029581147.pdf	9166	2025-10-29	当社連結子会社によるNewo Enterprises, Inc.のアミューズメント施設運営事業の譲受に関するお知らせ	連結子会社が米国Newoのアミューズメント施設9店舗を現金で譲受。売上高2952千ドル規模。PMI施策で収益伸長を狙うが、業績影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120251031585130.pdf	9166	2025-10-31	よくある質問と回答（2025年10月）	月次FAQで、自社株買いを12月臨時決算後検討、社債発行で借入余力極大化、来期からKPI4指標に集約、MSCIギャンブル比率を0.1%（2億円/1117億円）と訂正し機関投資家制約解消へ。	中立	2026-08-15
/disc/91660/140120251107591653.pdf	9166	2025-11-07	無担保社債発行に関するお知らせ	GENDAが第2回無担保社債80億円（利率2.456%、2027年5月償還）を発行し、全額を短期借入金返済に充当。資金調達手段の多様化で財務安定化とM&A拡大を図る。	中立	2026-08-15
/disc/91660/140120251120506779.pdf	9166	2025-11-20	GENDA売上進捗レポート発行に関するお知らせ【2025年11月】	2025年10月度売上高は14,094百万円（前年比+64.8%）、累計119,476百万円（同+53.9%）と大幅増。既存店売上も堅調に推移。キャラット108店舗のグループ入りや新店4店舗オープン、北米でのIP展開開始など事業拡大が進む。	判断できない	2026-08-15
/disc/91660/140120251125508887.pdf	9166	2025-11-25	（訂正）「株式会社エーセツの株式の取得（連結子会社化）に関するお知らせ」の一部訂正について	同日に開示したエーセツの連結子会社化のお知らせについて、取得する子会社の資本金に誤りがあったため訂正したもの。取得そのものの内容は変わっていない。		2026-08-14
/disc/91660/140120251125508417.pdf	9166	2025-11-25	株式会社エーセツの株式の取得（連結子会社化）に関するお知らせ	GENDA子会社音通がエーセツ全株取得し子会社化。取得額非開示。カラオケ機器流通の首位強化とシナジー狙う。26年1月期連結業績への影響は軽微と見込む。	中立	2026-08-15
/disc/91660/140120251127510172.pdf	9166	2025-11-27	よくある質問と回答（2025年11月）	ロックアップ解除で元社長売却懸念も制約あり対応方針。既存店売上開示再開。自社株買い資金は現預金250億・EBITDA270億確保。MSCI誤記(5-9.9%)未修正で機関買付制約。社債は調達多様化。	中立	2026-08-15
/disc/91660/140120251211518455.pdf	9166	2025-12-12	自己株式の取得枠設定に関するお知らせ（会社法第165条第2項の規定による定款の定めに基づく自己株式の取得）	自己株式の取得枠を設定すると決議。9月12日公表の2026年1月期第2四半期の決算説明資料で示した方針に沿うもの。M&Aで株数を増やしてきた会社が、買い戻し側にも動き始めた形。		2026-08-14
/disc/91660/140120251211518456.pdf	9166	2025-12-12	第６回新株予約権（信託型ストックオプション）の消滅に関するお知らせ	GENDAが未付与の第6回信託型SO92,475個（147.9万株）を消滅。税制変更でインセンティブ効果見込めず。潜在株0.78%減も業績影響は軽微。	中立	2026-08-15
/disc/91660/140120251212518933.pdf	9166	2025-12-12	2026年１月期 第３四半期決算短信〔日本基準〕（連結）	3Q累計は売上高1196億円（+54%）、営業益49億円（-9%）、最終益20億円（-24%）で増収減益。通期予想1570億円・営業益105億円据え置き。M&A19件で子会社41社に拡大。無配継続。	中立	2026-08-15
